,FullClassPath,Project_x,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Project_y,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
23,com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MoveFiles,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/MoveFiles.java,AmazeFileManager-3.5.2,MoveFiles,250,8,4,0,1,False,False,2,False,False,13,4,28,31,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
24,com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PrepareCopyTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/PrepareCopyTask.java,AmazeFileManager-3.5.2,PrepareCopyTask,440,16,11,0,0,False,False,3,False,False,26,22,28,38,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
25,com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ReadFileTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ReadFileTask.java,AmazeFileManager-3.5.2,ReadFileTask,190,10,3,0,0,False,False,3,False,False,7,3,19,20,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
26,com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SearchAsyncTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/SearchAsyncTask.java,AmazeFileManager-3.5.2,SearchAsyncTask,200,6,11,1,0,False,False,3,False,False,12,13,9,14,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
27,com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WriteFileAbstraction,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/WriteFileAbstraction.java,AmazeFileManager-3.5.2,WriteFileAbstraction,180,11,3,0,0,False,False,3,False,False,11,4,21,17,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
28,com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipHelperTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/compress/ZipHelperTask.java,AmazeFileManager-3.5.2,ZipHelperTask,151,3,1,0,0,False,False,3,False,False,11,1,17,22,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
29,com.amaze.filemanager.asynchronous.asynctasks.ssh.SshAuthenticationTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SshAuthenticationTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ssh/SshAuthenticationTask.java,AmazeFileManager-3.5.2,SshAuthenticationTask,204,7,2,0,0,False,False,3,False,False,4,2,22,23,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
30,com.amaze.filemanager.asynchronous.handlers.FileHandler,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileHandler,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/handlers/FileHandler.java,AmazeFileManager-3.5.2,FileHandler,100,3,1,0,0,False,False,2,True,False,5,1,11,15,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
31,com.amaze.filemanager.asynchronous.loaders.AppListLoader,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AppListLoader,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/loaders/AppListLoader.java,AmazeFileManager-3.5.2,AppListLoader,206,4,7,0,0,False,False,3,True,False,11,3,14,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
32,com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,ServiceWatcherUtil,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/management/ServiceWatcherUtil.java,AmazeFileManager-3.5.2,ServiceWatcherUtil,269,8,4,0,0,False,False,3,False,False,13,4,13,20,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
33,com.amaze.filemanager.asynchronous.services.AbstractProgressiveService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AbstractProgressiveService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/AbstractProgressiveService.java,AmazeFileManager-3.5.2,AbstractProgressiveService,352,1,13,0,2,False,False,3,False,False,12,16,18,25,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
34,com.amaze.filemanager.asynchronous.services.CopyService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CopyService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/CopyService.java,AmazeFileManager-3.5.2,CopyService,534,22,15,1,9,False,False,2,False,False,19,6,40,47,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
35,com.amaze.filemanager.asynchronous.services.DecryptService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DecryptService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/DecryptService.java,AmazeFileManager-3.5.2,DecryptService,283,20,16,1,9,False,False,2,False,False,2,6,28,17,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
36,com.amaze.filemanager.asynchronous.services.EncryptService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,EncryptService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/EncryptService.java,AmazeFileManager-3.5.2,EncryptService,269,21,15,1,9,False,False,2,False,False,2,6,27,15,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
37,com.amaze.filemanager.asynchronous.services.ExtractService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ExtractService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ExtractService.java,AmazeFileManager-3.5.2,ExtractService,417,16,16,1,10,False,False,2,False,False,13,7,35,38,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
38,com.amaze.filemanager.asynchronous.services.ZipService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ZipService.java,AmazeFileManager-3.5.2,ZipService,350,14,15,1,9,False,False,2,False,False,7,6,38,33,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
39,com.amaze.filemanager.asynchronous.services.ftp.FtpService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,FtpService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ftp/FtpService.java,AmazeFileManager-3.5.2,FtpService,402,23,14,0,2,False,False,2,False,False,15,14,47,52,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
40,com.amaze.filemanager.crashreport.ErrorActivity,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ErrorActivity,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/crashreport/ErrorActivity.java,AmazeFileManager-3.5.2,ErrorActivity,493,12,19,0,3,False,False,2,False,False,11,21,40,37,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
41,com.amaze.filemanager.database.UtilsHandler,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UtilsHandler,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/UtilsHandler.java,AmazeFileManager-3.5.2,UtilsHandler,461,3,20,0,10,False,False,2,True,False,8,26,26,92,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
42,com.amaze.filemanager.database.models.OperationData,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,AmazeFileManager-3.5.2,OperationData,109,6,1,0,0,False,False,2,False,False,5,0,10,1,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
44,com.amaze.filemanager.database.models.utilities.OperationData,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,AmazeFileManager-3.5.2,OperationData,109,6,1,0,0,False,False,2,False,False,5,0,10,1,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
46,com.amaze.filemanager.database.models.utilities.Bookmark,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bookmark,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Bookmark.java,AmazeFileManager-3.5.2,Bookmark,37,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
47,com.amaze.filemanager.database.models.utilities.Grid,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Grid,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Grid.java,AmazeFileManager-3.5.2,Grid,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
48,com.amaze.filemanager.database.models.utilities.Hidden,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hidden,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Hidden.java,AmazeFileManager-3.5.2,Hidden,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
49,com.amaze.filemanager.database.models.utilities.History,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,History,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/History.java,AmazeFileManager-3.5.2,History,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
50,com.amaze.filemanager.database.models.utilities.List,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,List,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/List.java,AmazeFileManager-3.5.2,List,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
51,com.amaze.filemanager.database.models.utilities.OperationDataWithName,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationDataWithName,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/OperationDataWithName.java,AmazeFileManager-3.5.2,OperationDataWithName,46,1,0,0,0,False,False,4,False,False,0,0,3,0,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
52,com.amaze.filemanager.database.models.utilities.SftpEntry,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SftpEntry,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SftpEntry.java,AmazeFileManager-3.5.2,SftpEntry,65,3,1,0,0,False,False,2,False,False,2,0,4,2,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
53,com.amaze.filemanager.database.models.utilities.SmbEntry,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SmbEntry,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SmbEntry.java,AmazeFileManager-3.5.2,SmbEntry,38,0,0,0,0,False,False,2,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
54,com.amaze.filemanager.exceptions.CloudPluginException,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CloudPluginException,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/CloudPluginException.java,AmazeFileManager-3.5.2,CloudPluginException,24,0,0,0,0,False,False,3,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
55,com.amaze.filemanager.exceptions.ShellNotRunningException,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ShellNotRunningException,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/ShellNotRunningException.java,AmazeFileManager-3.5.2,ShellNotRunningException,28,0,0,0,0,False,False,4,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
56,com.amaze.filemanager.filesystem.CustomFileObserver,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CustomFileObserver,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/CustomFileObserver.java,AmazeFileManager-3.5.2,CustomFileObserver,234,13,8,0,1,False,False,3,True,False,10,2,16,17,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
57,com.amaze.filemanager.filesystem.EditableFileAbstraction,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,EditableFileAbstraction,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/EditableFileAbstraction.java,AmazeFileManager-3.5.2,EditableFileAbstraction,108,4,0,0,0,False,False,3,False,False,5,0,8,10,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
58,com.amaze.filemanager.filesystem.FileUtil,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileUtil,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/FileUtil.java,AmazeFileManager-3.5.2,FileUtil,1340,2,24,0,6,False,False,2,False,False,104,51,57,164,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
59,com.amaze.filemanager.filesystem.HybridFile,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,HybridFile,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/HybridFile.java,AmazeFileManager-3.5.2,HybridFile,1298,4,32,2,11,False,False,2,False,False,48,13,53,150,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
60,com.amaze.filemanager.filesystem.MediaStoreHack,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MediaStoreHack,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/MediaStoreHack.java,AmazeFileManager-3.5.2,MediaStoreHack,292,2,9,0,5,False,False,3,False,False,18,16,16,39,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
61,com.amaze.filemanager.filesystem.RootHelper,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RootHelper,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/RootHelper.java,AmazeFileManager-3.5.2,RootHelper,201,4,5,0,1,False,False,2,True,False,15,6,9,23,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
62,com.amaze.filemanager.filesystem.StorageNaming,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,StorageNaming,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/StorageNaming.java,AmazeFileManager-3.5.2,StorageNaming,49,0,1,0,1,False,False,2,False,False,1,2,3,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
